Material,Material2,LIST PRICE,MRP PRICE,TYPE,FINISH,billing price,STOCK,Box Qty,Carton,brand,Make,Model,Year Start,Year End,Segment,Single Video URL,Multiple Media(semicolon-separated,most_selling,sales_volume,sales_value,zone,region,hsn,kolkata stock
10001378,AL 485 FSKL-HOSE T TO S,,423.00,32,,287.64,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,40091100,
10001379,AL 485 FSK -HOSE S TO FEED PUMP,,369.00,32,,250.92,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099990,
10001440,AL485 TA G3 RAD OUT PI IN REV1,,323.00,32,,219.64,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84089090,
10001480,AL485 ST KIT DOUGTY WASHER M14,,13.00,32,,8.84,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84089090,
10001487,ENGINE AL485 HOSE PIPE OUT ENG,,116.00,32,,78.88,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,40091100,
10001512,AL485G1 KIT MOUNTING -1 TT RAD,,97.00,32,,65.96,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181300,
10001568,15KVA MVD SOLINOID SHUT OFF CO,,"5,460.00",32,,3712.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099941,
10001593,AL 485 RADIATOR KIT,,"11,560.00",32,,7860.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,85030010,
10001632,100-RAD HOSE-RAD IN TO PIPE,,186.00,32,,126.48,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,40091100,
10001673,CONTROLLER  MARINE CABLE-Y6,,"16,870.00",32,,11471.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84089090,
10001674,CABLE  MARINE-SERIES 80-12M,,"17,880.00",32,,12158.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099941,
10001675,KIT RAD HOSE TTR VE-1 15KVA,,866.00,32,,588.88,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,40093100,
10001677,KIT RAD HOSE TTR  25KVA,,"1,650.00",32,,1122,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,40091100,
10001858,PANEL  CONTROL-AMF-40KVA-3PH-4DMK1-X,,"1,21,820.00",32,,82837.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
10001868,RPM MET 125KVA DG,,"3,450.00",32,,2346,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,90292020,
10002017,RADIATOR ASSY,,"31,871.00",32,,21672.28,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,85030010,
10002268,AL485ST SOLENOID WITH RPM LEVE,,"3,030.00",32,,2060.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099941,
10002271,160KVA 6DTI TTR RAD ASSLY,,"79,640.00",32,,54155.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089100,
10002272,160 Kva 6DTI Rad.mtg.bkt,,"4,400.00",32,,2992,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
10002291,PANEL  CONTROL-AMF-25KVA-3PH-COMAP,,"1,08,950.00",16,,91518,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
10002569,EXP BELLOW 1250-1500 KVA,,"42,010.00",32,,28566.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099990,
10002687,125 KVA L-HOSE ,,483.00,32,,328.44,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
10002688,100KVA ELBOW PIP(ENG,,651.00,32,,442.68,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73071110,
10002777,FLEXIBLE BELLOW 1000 KVA,,"16,270.00",32,,11063.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099990,
10003116,Expansion Bellow,,"13,310.00",32,,9050.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099990,
10003286,AIR CLEANER ASSY 4CTI HARVESTER APPLICAT,,"10,508.00",32,,7145.44,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84213920,
10003289,LOW OIL PR.SWITCH,,594.00,32,,403.92,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,85365020,
10003290,HWT SWITCH,,777.00,32,,528.36,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,85365010,
10003295,PRE CLEANER ASSY 4CTI HARVESTER APPLICAT,,"2,450.00",32,,1666,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84213920,
10003341,Radiator,,"35,550.00",32,,24174,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,85030010,
10003342,Radiator,,"52,400.00",32,,35632,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,85030010,
10003371,TAIL PIPE,,819.00,32,,556.92,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099990,
10003405,FAN  PLASTIC -46.99CM DIA,,"3,490.00",32,,2373.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
10003409,FAN  PLASTIC-10 BLADED-470 MM DIA.,,"3,250.00",32,,2210,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
10003415,RAD-CAC AL485TAG4 30KVA,,"26,290.00",32,,17877.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,85030010,
10003429,EXHAUST CONN W FLANGE 101HP PAVER,,853.00,32,,580.04,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099990,
10003432,CAC PIPE(ENG TO CAC)101HP,,"1,160.00",32,,788.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099990,
10003433,CAC PIPE(CAC TO ENG) 101HP,,938.00,32,,637.84,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099990,
10003435,"BRACKET, MOUNTING - AIR CLEANER",,"2,570.00",32,,1747.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
10003439,ENG RAD MTG BKT-LH 6DTI 160KVA,,"4,400.00",32,,2992,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
10003441,6DTI 160KVA PIPE CAC OUT-ENG IN,,"1,580.00",32,,1074.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099990,
10003442,6DTI 160KVA PIPE TURBO OUT-CAC IN,,"1,230.00",32,,836.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
10003443,SINGLE PASS CHARGE AIR COOLER,,"1,03,280.00",32,,70230.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099941,
10003449,RAD SIDE STAY LH-6DTI-160KVA,,"1,120.00",32,,761.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
10003450,RAD SIDE STAY RH-6DTI 160KVA,,"1,120.00",32,,761.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
10003451,L-BRACKET SUPP 6DTI 160KVA,,203.00,32,,138.04,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
10003460,FAN ADAPTOR-101HP PAVER,,"1,850.00",32,,1258,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099990,
10003491,KIT-RADIATOR ASSEMBLY,,"57,031.00",32,,38781.08,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,85030010,
10003673,EXHAUST LINE BELLOW,,"3,070.00",32,,2087.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099990,
10003718,PIPE - COMPRESSOR INLET,,"1,370.00",32,,931.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099990,
10003726,TURBO OUTLET CONNECTION,,956.00,32,,650.08,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099990,
10003739,Pipe Ø89,,"2,830.00",32,,1924.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84219900,
10003740,HoseReducer (89 to 60),,296.00,32,,201.28,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84219900,
10003837,DG wiring harness with octa unit 140-160,,"3,350.00",32,,2278,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,85443000,
10004228,CONVER G3G2 L HOSE,,949.00,32,,645.32,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,40091100,
10004229,CONVE G3G2 TAPPER HOSE,,682.00,32,,463.76,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,40091100,
10004232,EXHAUST BELLOW N6 ENG,,"8,740.00",32,,5943.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099990,
10004250,RADIATOR 101 - 128HP,,"54,600.00",32,,37128,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099112,
10004258,L-SUPP BKT(RAD OUT-ENG IN)6DTIG4,,120.00,32,,81.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
10004260,FIP MTD STOP SOL W RPM LEVER 24V AL6DTG4,,"5,170.00",32,,3515.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,85365090,
10004264,PLASTIC FAN 71.12CM 7BLADED PUSHER TYPE,,"6,960.00",32,,4732.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099112,
10004313,250KVA N6 AIR CLEANER - RAIN HOOD ASSY,,"22,660.00",32,,15408.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099941,
10004316,250KVA N6 A/C MTG BKT,,"11,500.00",32,,7820,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
10004323,EXTENSION BREATHER HOSE-6DTI G1/G2/G3/G4,,361.00,32,,245.48,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,40091100,
10004336,sleeve rubber,,96.00,32,,65.28,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,40091100,
10004337,pipe assembly powder coated,,"1,570.00",32,,1067.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73079190,
10004338,A/CL - VISIBOWL PRE CLEANER,,"5,480.00",32,,3726.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84212300,
10004339,sleeve rubber,,142.00,32,,96.56,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,40091100,
10004395,PIPE (wp outlet to Radiator inlet),,479.00,32,,325.72,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099112,
10004397,ENGINE WIRING HARNESS 250KVA-N6,,"30,360.00",32,,20644.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,85443000,
10004405,WATER INLET PIPE 6DTIG3/G4-140/160KVA,,"1,150.00",32,,782,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
10004430,OIL DRAIN KIT-4D - 6D ENGINES,,"2,760.00",32,,1876.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099941,
10004443,RADIATOR - CAC AL6NTIG1,,"3,23,170.00",32,,219755.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,85030010,
10004444,COOLANT INLET PIPE N6,,"3,240.00",32,,2203.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099990,
10004445,COOLANT OUTLET PIPE N6,,"2,450.00",32,,1666,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099990,
10004446,CAC INLET PIPE N6,,"3,580.00",32,,2434.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
10004447,CAC OUTLET PIPE N6,,"6,810.00",32,,4630.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
10004460,FIP MTD STOP SOL W RPM LEVER 12V,,"5,250.00",32,,3570,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,85365090,
10004461,RADIATOR INLET HOSE-N6,,692.00,32,,470.56,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,40091100,
10004463,CAC INLET HOSE-N6,,"6,540.00",32,,4447.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73079190,
10004465,MAKE UP LINE HOSE-N6,,"1,080.00",32,,734.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089100,
10004466,EGR-MAKE UP LINE HOSE-N6,,190.00,32,,129.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,40091100,
10004467,RAD VENT HOSE-N6,,154.00,32,,104.72,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,40091100,
10004469,Fan spacer-N6,,"7,880.00",32,,5358.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,76011010,
10004478,Engine Rear Mounting-N6,,"7,480.00",32,,5086.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
10004507,PIPE ENG TO CAC,,740.00,32,,503.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099941,
10004508,PIPE CAC TO ENG,,681.00,32,,463.08,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099941,
10004646,CAC PIPE (CAC TO ENGINE),,486.00,32,,330.48,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73079190,
10004647,CAC PIPE (ENGINE TO CAC),,786.00,32,,534.48,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73079190,
10004648,COOLANT PIPE(ENG TO RAD),,523.00,32,,355.64,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73079190,
10004649,COOLANT PIPE(RAD TO ENG),,561.00,32,,381.48,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73079190,
10004650,Clamp for CAC bracket.,,211.00,32,,143.48,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099990,
10004664,CU PIPE HE OUT TO CAC IN MAR ENG,,"5,780.00",32,,3930.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
10004665,CU PIPE SW PUMP OUT TO HE IN MAR ENG,,"5,310.00",32,,3610.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
10004667,MS PIPE S/W HE TO ENG MAR ENG,,"1,190.00",32,,809.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
10004668,MS PIPE HEAT EXCH FW OUTLET MAR ENG,,945.00,32,,642.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
10004669,MS PIPE H/E TO CAC MAR ENG,,975.00,32,,663,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099990,
10004671,MS PIPE TURBO TO CAC INLET MAR ENG,,"1,360.00",32,,924.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
10004673,HOSE HE FRESH WATER OUTLET MAR ENG,,331.00,32,,225.08,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,40091100,
10004674,HOSE SW TO HE MAR ENG,,526.00,32,,357.68,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,40093100,
10004686,HE MTG FRAME ASSY MAR ENG,,"5,680.00",32,,3862.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
10004687,SUPP BKT 1 FOR HE OUTLET PIPE MAR ENG,,280.00,32,,190.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099990,
10004791,18.5’’ 6 Bladed Pusher Type Plastic Fan,,"1,010.00",32,,686.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099941,
10004792,ADAP FOR OIL PR SENSOR CUM SWITCH AL485,,69.00,32,,46.92,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
10004819,Air cleaner assembly with vaccum bore,,"13,150.00",32,,8942,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84213920,
10004821,RADIATOR 160KVA,,"85,570.00",32,,58187.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
10004823,PIPE CAC,,"1,900.00",32,,1292,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099990,
10004824,PIPE COOLANT,,753.00,32,,512.04,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099990,
10004825,PIPE CAC,,"1,850.00",32,,1258,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
10004830,PIPE - CAC OUTLET,,620.00,32,,421.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099990,
10004834,ELECTRONIC HOUR METER 10-27V DC,,"1,910.00",32,,1298.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099941,
10004852,Stay bracket,,359.00,32,,244.12,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099990,
10004853,CAC Pipe holding bracket,,268.00,32,,182.24,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099990,
10004885,water outlet pipe-160 kA,,800.00,32,,544,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
10004886,wiring harness-polyvee alternator,,"3,730.00",32,,2536.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,85443000,
10004902,HOSE CONN L BEND(ENG OUT TO RAD) 160KVA,,794.00,32,,539.92,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,40091100,
10004907,Genset control Unit - GSU-905Dx,,"5,658.00",32,,3847.44,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,85371000,
10004911,Hose - Fuel Filter To FIP,,349.00,32,,237.32,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
10004939,PULLER FAN,,"2,160.00",32,,1468.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
10004954,160 kVA radiator,,"72,000.00",32,,48960,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,85030010,
10004957,temp switch,,807.00,32,,548.76,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,85361010,
10004971,RADIATOR,,"52,780.00",32,,35890.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089100,
10004978,RADIATOR WITH CAC FOR 101HP HARVESTOR,,"97,370.00",32,,66211.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089100,
10004981,TAIL PIPE,,"1,080.00",32,,734.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099990,
10004982,EXHAUST CONN WITH FLANGE,,"1,410.00",32,,958.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099990,
10005005,RECOVERY BOTTLE 3L,,684.00,32,,465.12,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089100,
10005015,Mtg. Bracket Rad. - RH 40kVA CPCBII,,"2,510.00",32,,1706.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84089090,
10005016,Mtg. Bracket Rad. - LH 40kVA CPCBII,,"2,510.00",32,,1706.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84089090,
10005019,PIPE- WATER OUTLET,,409.00,32,,278.12,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099990,
10005020,AIR CLEANER MOUNTING BRKT,,"1,150.00",32,,782,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
10005021,AIR CLEANER PIPE (A/C TO TURBO IN),,"2,670.00",32,,1815.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73049000,
10005022,RADIATOR TOP SUPPORT ,,864.00,32,,587.52,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
10005024,PIPE- WATER IN (RAD. OUT TO ENGINE IN),,"1,100.00",32,,748,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
10005035,RADIATOR STAY SUPPORT,,"1,210.00",32,,822.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,83023090,
10005036,ENGINE FOOT ASSLY-RH,,"2,970.00",32,,2019.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
10005037,ENGINE FOOT ASSLY-LH,,"2,970.00",32,,2019.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
10005038,PIPE CAC INLET,,"1,044.00",32,,709.92,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099990,
10005039,PIPE ENG OUT TO RAD IN,,566.00,32,,384.88,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099990,
10005040,PIPE RAD OUT TO ENG IN,,754.00,32,,512.72,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099990,
10005042,Radiator Assembly,,"24,760.00",32,,16836.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,85030010,
10005043,RADIATOR TOP SUPPORT,,383.00,32,,260.44,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099990,
10005044,PIPE CAC OUTLET,,"1,500.00",32,,1020,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099990,
10005071,REDUCER HOSE,,652.00,32,,443.36,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099990,
10005073,FUEL STRAINER,,512.00,40,,307.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84089090,
10005085,GASKET TURBO CHARGER N6 MAR,,"2,990.00",32,,2033.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099941,
10005086,Hose TurboCharger,,915.00,32,,622.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,40091100,
10005087,Hose CAC,,990.00,32,,673.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,40091100,
10005088,Hose Cooling System,,307.00,32,,208.76,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099941,
